title,address,price,floor,overall floor,rooms,square,images,contact
2-комн. квартира Ферсмана ул 7,Москва Ферсмана ул 7,2500,2, 5,2,45,https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/fd4f21f25-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/54391c872-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/8b/e9/605ff764c-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/961b27cff-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/109d2dd36-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/8b/e9/a9b7ba707-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/59e0b2658-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/c95fd5284-870x678-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/c80bcf42c-870x579-741157755-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/8b/e9/10a5ab2db-870x579-741157755-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-fersmana-ul-7-advert741157755.html
2-комн. квартира Кондратюка ул 14,Москва Кондратюка ул 14,2500,2, 5,2,39,https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/8ef0327d2-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/7b/25/8f14e45fc-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/3eefceb80-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/3cf255972-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/16d11e959-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/16738419b-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/649a066d4-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/7b/25/417fbbf2e-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/7b/25/f056bfa71-1575x1050-701880207-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/7b/25/ce052ea95-514x768-701880207-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-kondratyuka-ul-14-advert701880207.html
2-комн. квартира Винокурова ул 9,Москва Винокурова ул 9,2500,12, 14,2,50,https://monolith1.izrukvruki.ru/img/catalog/i2/d0/74/9a1335ef5-1575x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/d0/74/8763d72bb-1533x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/d0/74/46515dcd9-699x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/d0/74/0f9cafd01-699x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/d0/74/8091588a3-699x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/d0/74/936a40b7e-1575x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/d0/74/31a6b5568-1575x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/d0/74/0f2818101-1575x1050-764657034-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/d0/74/6abcc8f24-1575x1050-764657034-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-vinokurova-ul-9-advert764657034.html
1-комн. квартира Енисейская ул 17 2,Москва Енисейская ул 17 2,2000,1, 9,1,30,https://monolith1.izrukvruki.ru/img/catalog/i2/4f/85/4b7a55505-1400x1050-761021754-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4f/85/a8240cb82-1400x1050-761021754-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/4f/85/b08354f36-1400x1050-761021754-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/4f/85/77143919d-1400x1050-761021754-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4f/85/126c2da12-1400x1050-761021754-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4f/85/3b8c6dc0b-1400x1050-761021754-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4f/85/a0ba2648a-1400x1050-761021754-orig.jpg,https://irr.ru/real-estate/rent/1-komn-kvartira-eniseyskaya-ul-17-2-advert761021754.html
1-комн. квартира Бориса Пастернака ул 49,Москва Бориса Пастернака ул 49,2500,1, 17,1,41,https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/38a77aa45-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/1c9ac0159-1400x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/84f74ce45-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/a9be4c2a4-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/ff/18/0397758f8-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/d96eed180-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/240c945bb-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/41a6fd31a-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/78e092e6f-787x1050-758782065-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/ff/18/cabad3b9b-1400x1050-758782065-orig.jpg,https://irr.ru/real-estate/rent/1-komn-kvartira-borisa-pasternaka-ul-49-advert758782065.html
1-комн. квартира Варшавское ш,Москва Варшавское ш,1500,1, 14,1,40,https://monolith1.izrukvruki.ru/img/catalog/i2/46/ab/51de85ddd-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/46/ab/a7f592cef-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/46/ab/b14680dec-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/46/ab/c09f9caf5-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/46/ab/659b7b42e-1572x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/46/ab/243facb29-1680x948-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/46/ab/83eaa6722-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/46/ab/2517756c5-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/46/ab/792c7b5aa-1573x1050-755865324-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/46/ab/f442d33fa-1573x1050-755865324-orig.jpg,https://irr.ru/real-estate/rent/1-komn-kvartira-varshavskoe-sh-advert755865324.html
Студия Обручева ул 37,Москва Обручева ул 37,2300,7, 12,,35,https://monolith1.izrukvruki.ru/img/catalog/i4/b9/4a/5487e79fa-870x580-741056416-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/b9/4a/15f99f216-870x580-741056416-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/b9/4a/642e92efb-870x580-741056416-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/b9/4a/3fc2c60b5-870x579-741056416-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/b9/4a/b137fdd1f-870x579-741056416-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/b9/4a/3fe78a8ac-870x579-741056416-orig.jpg,https://irr.ru/real-estate/rent/studiya-obrucheva-ul-37-advert741056416.html
2-комн. квартира Литовский б-р 6к3,Москва Литовский б-р 6к3,2500,1, 9,2,45,https://monolith1.izrukvruki.ru/img/catalog/i2/e2/d5/059fdcd96-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/e2/d5/555d6702c-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/e2/d5/fb3ea77a2-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/e2/d5/d1c38a09a-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/e2/d5/6aadca7bd-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/e2/d5/5d6646aad-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/e2/d5/8e443d681-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/e2/d5/9f1f64b51-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/e2/d5/c12d1f7cc-870x579-741056306-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/e2/d5/d240e3d38-870x579-741056306-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-litovskiy-b-r-6k3-advert741056306.html
2-комн. квартира Введенского ул 24к2,Москва Введенского ул 24к2,2500,4, 12,2,45,https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/af4f00ca4-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/65cc2c820-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/5a/29/9bb6dee73-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/3953630da-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/820e69403-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/97d014582-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/988dce189-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/5a/29/fccc64972-870x579-741078623-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/5a/29/24ec8468b-870x579-741078623-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-vvedenskogo-ul-24k2-advert741078623.html
2-комн. квартира Азовская ул 33к1,Москва Азовская ул 33к1,2500,1, 5,2,45,https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/e6acf4b0f-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/19/9a/d02e9bdc2-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/19/9a/eccbc87e4-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/f08b7ac8a-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/4454c95ca-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/e5afb0f2d-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/133b3752e-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/fb642b781-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/19/9a/2afe4567e-870x579-741078638-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/19/9a/dfa037a53-870x579-741078638-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-azovskaya-ul-33k1-advert741078638.html
2-комн. квартира Нагорная ул 29к3,Москва Нагорная ул 29к3,2500,4, 5,2,45,https://monolith1.izrukvruki.ru/img/catalog/i2/25/a7/add217938-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/25/a7/fc1f073fe-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/25/a7/01064f1de-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/25/a7/3d7d94610-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/25/a7/d1f491a40-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/25/a7/b59442085-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/25/a7/ba038e2a2-870x578-741083227-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/25/a7/8a4488c17-698x1050-741083227-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-nagornaya-ul-29k3-advert741083227.html
1-комн. квартира Изюмская ул 46к2,Москва Изюмская ул 46к2,1500,10, 12,1,35,https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/a2d10d355-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/6a4cbdaed-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/8011ecba3-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/f6/e0/e17184bcb-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/0829424ff-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/5b970a1d9-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/ebbac19a6-1573x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/f6/e0/ca7591016-1572x1050-741117994-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/f6/e0/45be58330-1573x1050-741117994-orig.jpg,https://irr.ru/real-estate/rent/1-komn-kvartira-izyumskaya-ul-46k2-advert741117994.html
2-комн. квартира Цюрупы ул 12к6,Москва Цюрупы ул 12к6,2500,6, 17,2,53,https://monolith1.izrukvruki.ru/img/catalog/i4/15/32/d4b0a4ece-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/15/32/f0e52b27a-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/15/32/3f7bcd0b3-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/15/32/94c7bb58e-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/15/32/71f6278d1-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/15/32/593906af0-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/15/32/147ebe637-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/15/32/f3d9de864-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/15/32/7371364b3-1575x1050-749196098-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/15/32/a3fb4fbf9-1575x1050-749196098-orig.jpg,https://irr.ru/real-estate/rent/2-komn-kvartira-cyurupy-ul-12k6-advert749196098.html
1-комн. квартира Веневская 1,Москва Веневская 1,1500,10, 12,1,35,https://monolith1.izrukvruki.ru/img/catalog/i2/4d/b1/71dd9b48f-870x578-741156686-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4d/b1/c5b270a76-870x578-741156686-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4d/b1/d3f06eef2-870x578-741156686-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/4d/b1/bcb41ccdc-870x578-741156686-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/4d/b1/21c52f533-870x578-741156686-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i2/4d/b1/a385d7d1e-870x578-741156686-orig.jpg https://monolith1.izrukvruki.ru/img/catalog/i4/4d/b1/48f7d3043-870x578-741156686-orig.jpg,https://irr.ru/real-estate/rent/1-komn-kvartira-venevskaya-1-advert741156686.html
