title,address,price,floor,overall floor,rooms,square,images,contact
1к квартира посуточно на улица Большая Черкизовская д. 5к1,улица Большая Черкизовская д. 5к1,1799,5,9,1,70,https://posutochno.org/upload/iblock/2ed/2ed2963687516edf4b95c23df4580fca.jpeg  https://posutochno.org/upload/iblock/b11/b119e59c92dc10fb18be6adbad05d1ce.jpeg  https://posutochno.org/upload/iblock/34b/34b1c2957ed925bd473faac794efa3c7.jpeg  https://posutochno.org/upload/iblock/285/285d595a4562d5e8450443a756b1196c.jpeg  https://posutochno.org/upload/iblock/88b/88b4775e28e4ecbfa17f114f6ee2649d.jpeg,https://posutochno.org/moskva/1k_kvartira_posutocno_ulitsa_bolshaya__47264
Студия посуточно на улица Большая Черкизовская д. 3к5,улица Большая Черкизовская д. 3к5,1999,1,5,1,70,https://posutochno.org/upload/iblock/09c/09c53665c9a44b4974d3968b16dfaac2.jpeg  https://posutochno.org/upload/iblock/8e0/8e0f24634cb5dc9cce7fdff255043344.jpeg  https://posutochno.org/upload/iblock/802/8028945404201cc280c901c922df4b5e.jpeg  https://posutochno.org/upload/iblock/3b0/3b05b00dd8ecad9e52e0d997b349d33e.jpeg  https://posutochno.org/upload/iblock/af0/af0eb22b2f85489e5e65b8267935549a.jpeg,https://posutochno.org/moskva/studiya_posutocno_ulitsa_bolshaya__47270
2к квартира посуточно на Проспект Мира 146,Проспект Мира 146,3000,4,8,2,87,https://posutochno.org/upload/iblock/637/6376033b70d0e6090e9092606c3b38d2.jpg  https://posutochno.org/upload/iblock/370/3700cbde876cac9ebd407d71af89520f.jpg  https://posutochno.org/upload/iblock/390/390b78a38bfb7a38bc941d735bc78960.jpg  https://posutochno.org/upload/iblock/ab8/ab8b831619ab99e20561e211cd07799e.jpg  https://posutochno.org/upload/iblock/5d9/5d994f74f4e0e55a66a2903a081762ea.jpg  https://posutochno.org/upload/iblock/69b/69b08756870b04553b3383932085e6ce.jpg  https://posutochno.org/upload/iblock/583/58301ea038d73054750027ef04038bf0.jpg,https://posutochno.org/moskva/2k_kvartira_posutocno_prospekt_mira__46738
3к квартира посуточно на Кутузовский проспект  35,Кутузовский проспект  35,6500,4,10,3,176,https://posutochno.org/upload/iblock/09d/09d55aefc27f343446023f13fbc1ac62.jpg  https://posutochno.org/upload/iblock/fcd/fcd6c3ac01c4875a2f654f25883fe906.jpg  https://posutochno.org/upload/iblock/fdf/fdfb7015d0b560616877e57f37215027.jpg  https://posutochno.org/upload/iblock/72d/72d7756632e44204def1efbc00644c5a.jpg  https://posutochno.org/upload/iblock/269/269739db2245f8e671b3df344752d954.jpg  https://posutochno.org/upload/iblock/9e3/9e32cf087191b9a913210cc625e2fd47.jpg  https://posutochno.org/upload/iblock/a49/a4910ae1dc8a2b27bedc71826c9ce671.jpg  https://posutochno.org/upload/iblock/152/152f3d815c78c520eb3754e0100fc30e.jpg  https://posutochno.org/upload/iblock/e63/e63a7efd2c0e10b55666e37c30daa84a.jpg  https://posutochno.org/upload/iblock/85d/85dcba9692f1d0669ce65fd5d85c2b68.jpg  https://posutochno.org/upload/iblock/61b/61b26c515e788923368c4910f66917c0.jpg  https://posutochno.org/upload/iblock/4d4/4d46f015c831d5b034cd1b203c913cb2.jpg  https://posutochno.org/upload/iblock/54f/54f32a4d012697f00e62aeeeceef9969.jpg  https://posutochno.org/upload/iblock/d32/d321d2d62f5f23ba69b382de38f2bc5b.jpg  https://posutochno.org/upload/iblock/1ae/1ae2d539f39256bc545a6e71eacf943b.jpg,https://posutochno.org/moskva/3k_kvartira_posutocno_kutuzovskiy_prospekt__46748
3к квартира посуточно на Новый Арбат  6,Новый Арбат  6,2000,10,24,3,150,https://posutochno.org/upload/iblock/475/47529abe9a22a57f2731f56abae6cf7a.jpg  https://posutochno.org/upload/iblock/c0e/c0e792c0e017405da586cd0bbb5324cf.jpg  https://posutochno.org/upload/iblock/f14/f14f322a75f6527d47ee9d17ce6282a3.jpg  https://posutochno.org/upload/iblock/e9c/e9cd9931af88861307a5ab8119602f04.jpg  https://posutochno.org/upload/iblock/c3d/c3dde1cfd3886040d76b7b5ae19bed14.jpg  https://posutochno.org/upload/iblock/dbc/dbca3a5ba7aa2717cf92dac762f25a8f.jpg  https://posutochno.org/upload/iblock/d6b/d6ba412494e49dcfa0fd9627e261b247.jpg  https://posutochno.org/upload/iblock/712/712a075ffeed8dd632675915fe911714.jpg  https://posutochno.org/upload/iblock/4d5/4d5c2028c1c812a852af0e07beb1e9dc.jpg  https://posutochno.org/upload/iblock/71b/71b24eb859bde63a6d2239bc2b1bcb8e.jpg  https://posutochno.org/upload/iblock/0f6/0f6dc9c8c1b2bc29bb3711d05e1c12e0.jpg  https://posutochno.org/upload/iblock/544/5444d8334cc0f5513cf7e52fd5998ccf.jpg  https://posutochno.org/upload/iblock/c09/c09893e6b06d7516d9c04496542db7bb.jpg  https://posutochno.org/upload/iblock/cf3/cf30b8efb70e727f5afae39ac165984d.jpg,https://posutochno.org/moskva/3k_kvartira_posutocno_novyy_arbat__46569
3к квартира посуточно на Гончарный проезд 8/40,Гончарный проезд 8/40,2100,7,12,3,137,https://posutochno.org/upload/iblock/45c/45cf6d911584814de9f61a6f747fc688.jpg  https://posutochno.org/upload/iblock/6c9/6c9a0abe35ebf36ea2b9423e0836a9eb.jpg  https://posutochno.org/upload/iblock/f17/f17b462a1bba308fb982b854e86f51f3.jpg  https://posutochno.org/upload/iblock/4f5/4f5ea12d702d8c910d00f8d35216fd1a.jpg  https://posutochno.org/upload/iblock/cb6/cb6151376b3dde57742490fa9a4bcc22.jpg  https://posutochno.org/upload/iblock/d95/d956b182a8411c974834889eca6b5c89.jpg  https://posutochno.org/upload/iblock/c96/c9620422bdfe2e04af029845855248d8.jpg  https://posutochno.org/upload/iblock/6b8/6b85d176fdfae8bd9cc4f37178f4d88c.jpg  https://posutochno.org/upload/iblock/f70/f70bc2a4a7b82545d2fb8ed3cf2e2b71.jpg  https://posutochno.org/upload/iblock/055/055431df94ddc6514ee9cd191e13693c.jpg  https://posutochno.org/upload/iblock/cd1/cd147a477fb1de709211f9706beb13bc.jpg  https://posutochno.org/upload/iblock/59d/59d7eb534bea6090da091f07f240eea3.jpg,https://posutochno.org/moskva/3k_kvartira_posutocno_goncharnyy_proezd__46570
1к квартира на сутки на Ленинградский проспект 12,Ленинградский проспект 12,2500,3,8,1,61,https://posutochno.org/upload/iblock/697/697757fee0de35cfe46313482bbb437d.jpg  https://posutochno.org/upload/iblock/30c/30cc9510bdcbdffada98870e06eb5d4e.jpg  https://posutochno.org/upload/iblock/85d/85d5da30be032ea274117648a4e596f8.jpg  https://posutochno.org/upload/iblock/795/795f6d7ed6b38131a932848eb8af4fdd.jpg  https://posutochno.org/upload/iblock/f9a/f9a03c68a01aac142eb01353bee094fd.jpg,https://posutochno.org/moskva/1k_kvartira_nasutki_leningradskiy_prospekt__46739
Студия посуточно на улица Амурская д. 1А к1,улица Амурская д. 1А к1,2499,7,31,1,40,https://posutochno.org/upload/iblock/9c0/9c0b577f03fedf8bad397de49ddee7c9.jpg  https://posutochno.org/upload/iblock/287/2878068c82645c672a0661f0ef2d4863.jpg  https://posutochno.org/upload/iblock/581/581a78f1ae65ce03657ba9057aa57179.jpg  https://posutochno.org/upload/iblock/24f/24f425ae428bbab80b239414539951e5.jpg  https://posutochno.org/upload/iblock/bc4/bc48a238bbcab17e59d4d2114cf909cd.jpg  https://posutochno.org/upload/iblock/036/03632aafcd472669f9125296506dc5b2.jpg  https://posutochno.org/upload/iblock/e8d/e8d65631aaf2f43ca6ac42e1de8937d1.jpg,https://posutochno.org/moskva/studiya_posutocno_ulitsa_amurskaya__47246
1к квартира посуточно на Островитянова 16к3,Островитянова 16к3,1500,6,12,1,70,https://posutochno.org/upload/iblock/6c2/6c259c74d6e070f89dcb226b4546dfe8.jpg  https://posutochno.org/upload/iblock/20d/20d751a1a594fd79250537476206bd21.jpg  https://posutochno.org/upload/iblock/f5f/f5fd4b5c535bc94c66b916489da76c4c.jpg  https://posutochno.org/upload/iblock/eb3/eb36a51732f0ac9e4666c6839bd30e66.jpg  https://posutochno.org/upload/iblock/ec3/ec3f8c4c6d2a8ac1e2d27ce5e3e3ec24.jpg  https://posutochno.org/upload/iblock/3fe/3fea9c6d4596186f2fc81d928b903149.jpg  https://posutochno.org/upload/iblock/ec9/ec90fe7fe9bbea01eca7d67f06006563.jpg  https://posutochno.org/upload/iblock/2bb/2bb0e03b3fc6dd427e3806f594edd12b.jpg  https://posutochno.org/upload/iblock/020/0209c19019e46bb8aa0723b7d8496911.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_ostrovityanova_16k3__46526
1к квартира посуточно на Проспект Андропова 42к2,Проспект Андропова 42к2,1500,6,8,1,70,https://posutochno.org/upload/iblock/048/0482a98b5922da5f435aeded040fb7a1.jpg  https://posutochno.org/upload/iblock/3f3/3f39bba1e29890f6cc4c838312e22650.jpg  https://posutochno.org/upload/iblock/82f/82f0490d69ea83668b31feb523334163.jpg  https://posutochno.org/upload/iblock/09c/09c099e218fca830e090c9464168fbf2.jpg  https://posutochno.org/upload/iblock/931/931a98b34427501323cbf073c6b084f1.jpg  https://posutochno.org/upload/iblock/a75/a751b6a3ebe01a8d479c7f67b4a2c1ef.jpg  https://posutochno.org/upload/iblock/a6c/a6c1f4736ea1c5fe5a2179421011d945.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_prospekt_andropova_42k2__46527
ул. Сумская  д.6  корп.4,ул. Сумская  д.6  корп.4,1590,9,9,1,35,https://posutochno.org/upload/iblock/722/kvartira_nasutki_moskva_13324_2.jpg  https://posutochno.org/upload/iblock/d7c/kvartira_nasutki_moskva_13324_3.jpg  https://posutochno.org/upload/iblock/89b/kvartira_nasutki_moskva_13324_4.jpg  https://posutochno.org/upload/iblock/db3/kvartira_nasutki_moskva_13324_5.jpg  https://posutochno.org/upload/iblock/524/kvartira_nasutki_moskva_13324_6.jpg  https://posutochno.org/upload/iblock/c09/kvartira_nasutki_moskva_13324_7.jpg  https://posutochno.org/upload/iblock/384/kvartira_nasutki_moskva_13324_8.jpg  https://posutochno.org/upload/iblock/c32/kvartira_nasutki_moskva_13324_9.jpg  https://posutochno.org/upload/iblock/7bb/kvartira_nasutki_moskva_13324_10.jpg  https://posutochno.org/upload/iblock/e02/kvartira_nasutki_moskva_13324_11.jpg  https://posutochno.org/upload/iblock/970/kvartira_nasutki_moskva_13324_12.jpg  https://posutochno.org/upload/iblock/959/kvartira_nasutki_moskva_13324_13.jpg  https://posutochno.org/upload/iblock/54e/kvartira_nasutki_moskva_13324_14.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_ul_sumskaya__13324
1к квартира посуточно на Ярцевская 14,Ярцевская 14,2500,11,17,1,36,https://posutochno.org/upload/iblock/bb4/bb4edf9b56c25b15a09634a84a4dd479.jpg  https://posutochno.org/upload/iblock/b93/b93cb2f28ff61d82d415ffc97a847ee1.jpg  https://posutochno.org/upload/iblock/b72/b72118b34ff48220b3b9d953c35116ca.jpg  https://posutochno.org/upload/iblock/d1c/d1ccf8684cae7ae775de019b666d8f58.jpg  https://posutochno.org/upload/iblock/7cc/7cc03ce5b11c37d8294eaaa773695939.jpg  https://posutochno.org/upload/iblock/efb/efbc6be0fb389e11665b205e0643d85a.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_yartsevskaya_14__46576
1к квартира посуточно на Обручева 49,Обручева 49,1500,1,12,1,70,https://posutochno.org/upload/iblock/518/5189930cfe3863e1011d359cec83bbab.jpg  https://posutochno.org/upload/iblock/a13/a13ccac28606f20db183a27d01bd1c73.jpg  https://posutochno.org/upload/iblock/6e4/6e42cef50cda4050aac23fd2dc51053b.jpg  https://posutochno.org/upload/iblock/2e1/2e1e4bef48fc92410c638c78be8a3e19.jpg  https://posutochno.org/upload/iblock/a7d/a7db92835bdb40585e1f5bdc1154cb16.jpg  https://posutochno.org/upload/iblock/b4e/b4ede30be71b8d5bf454c36c08b90ac2.jpg  https://posutochno.org/upload/iblock/399/399c6512b5adb69c63024254bc3f46d0.jpg  https://posutochno.org/upload/iblock/2bf/2bffaa297ec98cc5b5cabf9c40cffd59.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_obrucheva_49__46520
Комната посуточно на митинская 16,митинская 16,3300,0,0,1,70,https://posutochno.org/upload/iblock/aea/aeaa878e4fd618f98d67fed3a14fa612.jpg  https://posutochno.org/upload/iblock/d06/d068fb42b7ea5863d53f60392fc74c32.jpg  https://posutochno.org/upload/iblock/42a/42a88c393957e3f757d10cfc7ea748c3.jpg  https://posutochno.org/upload/iblock/6c4/6c429e470bb7912abc66559a8264b09f.jpg  https://posutochno.org/upload/iblock/64c/64c7b200cacf4be49337489da950f8ed.jpg  https://posutochno.org/upload/iblock/674/674a7aebea9848da8e56299cc5e1e16d.jpg  https://posutochno.org/upload/iblock/e70/e700d99c054045ef1db107dde495ebde.jpg  https://posutochno.org/upload/iblock/032/0322b1cc7589ed383420a4f243c8f42d.jpg  https://posutochno.org/upload/iblock/12a/12afbbea2b53007aaf46d87ebf6c43f6.jpg  https://posutochno.org/upload/iblock/e39/e39d7ce540f84b931979dba61b9e7799.jpg  https://posutochno.org/upload/iblock/782/78262a9c572254b04eac543d889206d8.jpg  https://posutochno.org/upload/iblock/8fc/8fce0bcd6426a48ce70a6f2ef8100c3c.jpg  https://posutochno.org/upload/iblock/dc7/dc76b54344c61855a1b01d3ddf70a127.jpg  https://posutochno.org/upload/iblock/686/6865ce2e39aed5d687bae61c47cb691b.jpg  https://posutochno.org/upload/iblock/06e/06e4581bb5d9927a1416e9aee93a29fe.jpg  https://posutochno.org/upload/iblock/549/5493154ad4c2ff7fc998f8b9c3192d73.jpg  https://posutochno.org/upload/iblock/b8a/b8aaf9ae18bbbb7d2cde6fbe27e29ce7.jpg  https://posutochno.org/upload/iblock/fc0/fc0407a6058f029361990d1799cb09fe.jpg  https://posutochno.org/upload/iblock/a97/a97ed4eb75eaa96371f30c0e4c31512c.jpg  https://posutochno.org/upload/iblock/cf9/cf99197bef55ccaf8c519eb2c43e0775.jpg  https://posutochno.org/upload/iblock/86d/86d78da93f1452bd30f02f9beba22b50.jpg  https://posutochno.org/upload/iblock/91b/91b249602e3c72f8b8e809949e73374b.jpg  https://posutochno.org/upload/iblock/196/196b0b639149f060185585addb6a9a46.jpg  https://posutochno.org/upload/iblock/185/185084bfe0d1535e1c785f2baf3642da.jpg  https://posutochno.org/upload/iblock/11e/11e7e29f9be8c4aebcb214e24dd714fe.jpg  https://posutochno.org/upload/iblock/feb/feb056896d8eb2572e717e1fb1fd7401.jpg  https://posutochno.org/upload/iblock/c10/c104e4d6f041d6e14c7ef523b3913b80.jpg  https://posutochno.org/upload/iblock/11e/11e0992716a264087eb4b69f6773b0d9.jpg  https://posutochno.org/upload/iblock/bac/bacca40d4dbb8fdd2a95373eab2feb40.jpg  https://posutochno.org/upload/iblock/b75/b75a04e27849adbb65cc3b85310a87fc.jpg  https://posutochno.org/upload/iblock/c90/c9036b6f2e3cfe74cbe7b50f9f5f3dc8.jpg  https://posutochno.org/upload/iblock/499/4997e06d1b1ab8b0296b3f2551e8df9e.jpg,https://posutochno.org/moskva/komnata_posutocno_mitinskaya_16__46574
1к квартира на сутки на Новочеремушскинская 57,Новочеремушскинская 57,1500,2,16,1,70,https://posutochno.org/upload/iblock/ec1/ec157ece780f752aedb3766f8d12a5a8.jpg  https://posutochno.org/upload/iblock/2ce/2ceb9e94e1a0b0eefb22eb33a3b4b47d.jpg  https://posutochno.org/upload/iblock/b8e/b8e816d30f8be80793436dd1d97ae559.jpg  https://posutochno.org/upload/iblock/b0c/b0cf609317ea115d95c85731a1c6278c.jpg  https://posutochno.org/upload/iblock/190/190deaf8a4d0669940281f183e0de5dc.jpg  https://posutochno.org/upload/iblock/930/930e686c854a7dab68df3cfdbb9438d6.jpg  https://posutochno.org/upload/iblock/0a7/0a7a02425d86dac6dab74df32ac49942.jpg  https://posutochno.org/upload/iblock/293/293333c65b50b37e2d5375d71b478a89.jpg,https://posutochno.org/moskva/1k_kvartira_nasutki_novocheremushskinskaya_57__46525
1к квартира посуточно на Скаковая 4к1/2,Скаковая 4к1/2,1500,1,5,1,70,https://posutochno.org/upload/iblock/961/9615b659255b8c1e4a243307227ceb48.jpg  https://posutochno.org/upload/iblock/585/58543fcab5f67eabf53662d309188d2b.jpg  https://posutochno.org/upload/iblock/a73/a73626b3792cc32728a2cc25038bb938.jpg  https://posutochno.org/upload/iblock/512/512bd1fd56ba5c15ed999ce3d7167d7c.jpg  https://posutochno.org/upload/iblock/2a0/2a07fbdcfa009d98864460efb893e814.jpg  https://posutochno.org/upload/iblock/53f/53ff2de19868d0397c902b1cb14877ae.jpg  https://posutochno.org/upload/iblock/d9a/d9a6d63349a33c7a40e7db75f196b0c5.jpg  https://posutochno.org/upload/iblock/8d4/8d446e3da3698148824501b1d8753b3b.jpg  https://posutochno.org/upload/iblock/971/971daabad16ad8a70517be4aa311c2ea.jpg  https://posutochno.org/upload/iblock/830/8300ec895abf6f8d90bf4ad2e224afec.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_skakovaya_4k1_2__46521
1к квартира посуточно на Полоцкая 25к1,Полоцкая 25к1,1500,6,9,1,70,https://posutochno.org/upload/iblock/2f2/2f2fea92b744aebb980fd32538828527.jpg  https://posutochno.org/upload/iblock/ad3/ad3e227671efa606480de5bfbea04be9.jpg  https://posutochno.org/upload/iblock/c03/c0358f14992038c6ead19a33f819c2f7.jpg  https://posutochno.org/upload/iblock/71e/71e38a020c5055967a03784fdfc68f04.jpg  https://posutochno.org/upload/iblock/8de/8de098da66da704c36c374b83efcc14b.jpg  https://posutochno.org/upload/iblock/58a/58a479b36dad2cdbc31b0d57443c19b4.jpg,https://posutochno.org/moskva/1k_kvartira_posutocno_polotskaya_25k1__46523
2к квартира посуточно на Азовская 33к1,Азовская 33к1,2000,1,5,2,90,https://posutochno.org/upload/iblock/841/84140f6e0e6ee646fc4fc20501f4743c.jpg  https://posutochno.org/upload/iblock/d24/d243e655d8eed6806fc397d16795c576.jpg  https://posutochno.org/upload/iblock/165/16571697c20ceddf8e7618a02f2298f1.jpg  https://posutochno.org/upload/iblock/66e/66e10267243dd8917f6848964519be33.jpg  https://posutochno.org/upload/iblock/962/9626bd5f98d98614a592ad25bd7a3337.jpg  https://posutochno.org/upload/iblock/5a2/5a20565bdd2d9246d7b9fc1804f12c81.jpg  https://posutochno.org/upload/iblock/dc5/dc52463ffd7d7b59d27ae41cf7486999.jpg  https://posutochno.org/upload/iblock/985/985d1cfd2dece79d85f946c39c1ab117.jpg  https://posutochno.org/upload/iblock/38d/38d097538b3401a2d31d6c542de56c86.jpg  https://posutochno.org/upload/iblock/385/38573af8a6cb9489411a41b853b51b59.jpg,https://posutochno.org/moskva/2k_kvartira_posutocno_azovskaya_33k1__46518
